*******************************************************************************************************************
*    Row   * Instance *       run *    subrun *     event *   toftime *     wcmom *   ckovadc *           evtTime *
*   647817 *       14 *    101353 *        44 *      8094 * 32.446220 * 450.98382 *      3443 * 1619730437.736160 *
*   647865 *        7 *    101353 *        51 *      7733 * 32.726425 * 470.28341 *      3525 * 1619734405.590896 *
*   647902 *        5 *    101353 *        55 *     11995 * 32.237754 * 493.06915 *      3505 * 1619736870.865427 *
*   647954 *        0 *    101353 *        60 *     15414 * 32.642551 * 459.25924 *      3448 * 1619739938.432590 *
*   647982 *       32 *    101353 *        62 *     17821 * 32.236713 * 547.97937 *      3464 * 1619741683.509954 *
*   648058 *        0 *    101354 *         4 *     17448 * 32.621589 * 485.63494 *      3484 * 1619747093.147141 *
*   648144 *        1 *    101355 *         2 *      7169 * 32.414947 * 518.14318 *      3500 * 1619755213.278751 *
*   648216 *        3 *    101355 *        12 *      6710 * 32.462654 * 547.75256 *      3493 * 1619760742.402380 *
*   648341 *        1 *    101355 *        26 *     12226 * 32.413291 * 468.36676 *      3434 * 1619769399.774071 *
*   648357 *       22 *    101355 *        28 *      6688 * 32.443458 * 407.71035 *      3406 * 1619770301.303850 *
*   648376 *        1 *    101355 *        31 *      7911 * 32.810405 * 497.54473 *      3465 * 1619772103.560603 *
*   648398 *        0 *    101355 *        33 *     12699 * 32.608066 * 583.55090 *      3499 * 1619773488.483033 *
*   648478 *        2 *    101355 *        43 *      6787 * 32.622711 * 464.80874 *      3552 * 1619778540.323223 *
*   648480 *        9 *    101355 *        43 *      9514 * 32.373436 * 514.90173 *      3460 * 1619778660.097497 *
*   648573 *        3 *    101355 *        53 *     12208 * 32.971641 * 514.07214 *      3466 * 1619784249.937237 *
*   648574 *       13 *    101355 *        53 *     12210 * 32.545818 * 432.30996 *      3565 * 1619784250.633955 *
*   648582 *        5 *    101355 *        54 *      7879 * 32.082569 * 529.08355 *      3532 * 1619784610.246340 *
*   648621 *        1 *    101355 *        59 *      1059 * 33.432025 * 512.84021 *      3351 * 1619787377.356668 *
*   648648 *       26 *    101355 *        62 *      8115 * 32.717224 * 429.65829 *      3547 * 1619789421.692629 *
*   648685 *       22 *    101356 *         4 *      2427 * 32.430294 * 518.86816 *      3529 * 1619792607.861955 *
*   648795 *        6 *    101357 *         8 *     12238 * 32.343986 * 648.22546 *      3481 * 1619827610.849220 *
*   648858 *        3 *    101357 *        16 *      7612 * 32.548618 * 583.71179 *      3403 * 1619831879.861924 *
*   648878 *        1 *    101357 *        18 *      7905 * 32.471626 * 495.54415 *      3457 * 1619833082.605094 *
*   648940 *        7 *    101357 *        24 *      3972 * 32.500904 * 528.33166 *      3416 * 1619836512.736464 *
*   649059 *        9 *    101357 *        35 *      5334 * 32.384258 * 520.93927 *      3473 * 1619843310.264861 *
*   649126 *       12 *    101357 *        42 *      1139 *  32.53022 * 516.27514 *      3395 * 1619847280.621919 *
*   649140 *        0 *    101357 *        44 *      3462 * 32.370304 * 535.53021 *      3497 * 1619848902.922125 *
*   649158 *        0 *    101357 *        45 *     13219 * 32.856285 * 580.72625 *      3443 * 1619849985.498880 *
*   649205 *        1 *    101357 *        53 *      2296 * 32.243427 * 382.16906 *      3547 * 1619854797.355841 *
*   649309 *        4 *    101358 *         2 *      1051 * 32.362514 * 479.83880 *      3532 * 1619863457.795486 *
*   649312 *        0 *    101358 *         2 *     13982 * 32.415439 * 471.87399 *      3450 * 1619864058.926140 *
*   649370 *       11 *    101358 *        10 *      2454 * 32.545654 * 433.55307 *      3545 * 1619869349.488083 *
*   649438 *        1 *    101358 *        20 *      7220 * 32.684726 * 394.39349 *      3456 * 1619877404.888063 *
*   649522 *        1 *    101358 *        30 *     13828 * 32.384513 * 480.55978 *      3499 * 1619884981.179633 *
*   649595 *        2 *    101358 *        38 *      3763 * 32.550445 * 588.84240 *      3392 * 1619890028.777852 *
*   649691 *        8 *    101358 *        50 *      6138 * 32.537670 * 555.74774 *      3392 * 1619898208.725038 *
*   649699 *       13 *    101358 *        51 *      5075 * 32.632679 * 459.93820 *      3563 * 1619898870.973841 *
*   649870 *        2 *    101359 *         4 *      1045 * 32.327865 * 517.14611 *      3425 * 1619910955.510509 *
*   649889 *       10 *    101359 *         5 *     15354 * 32.048805 * 590.96771 *      3465 * 1619912460.304603 *
*   649896 *        0 *    101359 *         6 *      8516 * 32.649047 * 512.63372 *      3482 * 1619912878.185667 *
*   650045 *        3 *    101359 *        24 *      2216 * 32.931713 * 490.76431 *      3522 * 1619926709.073001 *
*   650072 *        2 *    101359 *        26 *     12677 * 32.433567 * 518.00048 *      3551 * 1619928693.688705 *
*   650178 *        0 *    101359 *        41 *      7776 * 32.072586 * 547.28955 *      3564 * 1619939216.947784 *
*   650190 *        0 *    101359 *        42 *       993 * 32.974277 * 542.46435 *      3454 * 1619939697.901729 *
*   650336 *        9 *    101359 *        53 *     16023 * 32.369766 * 464.77307 *      3511 * 1619948825.290299 *
*   650581 *        8 *    101360 *         9 *      9006 * 32.620525 * 552.77575 *      3526 * 1619965856.670767 *
*   650745 *        1 *    101360 *        23 *      1591 * 32.610199 * 604.00146 *      3505 * 1619978144.390766 *
*   650828 *       10 *    101361 *         0 *     11801 * 32.665176 * 545.01330 *      3495 * 1619986198.130854 *
*   650835 *        0 *    101361 *         1 *      2583 * 32.587749 * 565.43786 *      3450 * 1619986441.985371 *
*   650845 *        1 *    101361 *         3 *      1056 * 32.616054 * 574.02160 *      3416 * 1619987823.291133 *
*   650883 *        4 *    101361 *         8 *      6379 * 32.605079 * 491.87313 *      3518 * 1619991673.915047 *
*   650922 *        8 *    101361 *        12 *      5103 * 32.528675 * 495.14642 *      3488 * 1619994438.943883 *
*   650945 *       30 *    101361 *        15 *      1027 * 32.625488 * 508.35186 *      3458 * 1619996426.428485 *
*   650964 *        2 *    101361 *        16 *     12116 * 32.352829 * 530.78430 *      3457 * 1619997569.102602 *
*   651010 *       10 *    101361 *        23 *      3978 * 32.455886 * 529.10125 *      3557 * 1620002141.842411 *
*   651112 *        3 *    101361 *        34 *     13421 * 32.989269 * 585.37115 *      3431 * 1620009480.417942 *
*   651178 *        3 *    101361 *        43 *      2619 * 33.134094 * 566.39398 *      3415 * 1620014713.023028 *
*   651187 *       20 *    101361 *        44 *      2477 * 32.406246 * 504.98101 *      3510 * 1620015312.345136 *
*   651193 *        3 *    101361 *        45 *      2572 * 32.298770 * 458.03170 *      3427 * 1620015914.837329 *
*   651204 *       20 *    101361 *        47 *      3733 * 32.844966 * 450.29361 *      3378 * 1620017176.448589 *
*   651247 *        7 *    101361 *        53 *      3860 * 32.449485 * 558.27301 *      3393 * 1620021569.892930 *
*   651253 *        9 *    101361 *        53 *     13148 * 32.339027 * 578.67877 *      3420 * 1620021989.971786 *
*   651262 *        2 *    101361 *        55 *      3918 * 32.728794 * 483.52615 *      3435 * 1620023074.140423 *
*   651272 *        2 *    101361 *        56 *      6052 * 32.656295 * 566.78204 *      3523 * 1620023974.820623 *
*   651292 *        0 *    101361 *        59 *      7082 * 32.558330 * 489.60437 *      3498 * 1620026440.495762 *
*   651314 *        3 *    101361 *        63 *      3564 * 32.276622 * 567.79248 *      3449 * 1620029386.234110 *
*   651369 *        0 *    101362 *         7 *      6665 * 32.649288 * 545.78460 *      3451 * 1620035883.035740 *
*   651375 *        3 *    101362 *         8 *      7605 * 32.372348 * 536.17340 *      3463 * 1620036664.848961 *
*   651387 *        3 *    101362 *         9 *     17032 * 32.148300 * 560.37921 *      3240 * 1620037926.604700 *
*   651394 *       25 *    101362 *        10 *     11869 * 32.348529 * 497.65319 *      3473 * 1620038468.764218 *
*   651500 *       16 *    101362 *        28 *      3798 * 32.765686 * 494.04089 *      3466 * 1620050794.370624 *
*   651501 *       14 *    101362 *        28 *      3863 * 32.599578 * 481.66384 *      3533 * 1620050795.471838 *
*   651528 *        1 *    101362 *        31 *      4094 * 32.621620 * 502.26080 *      3551 * 1620052659.148442 *
*   651542 *        8 *    101362 *        37 *      8800 * 32.538322 * 534.73089 *      3564 * 1620058014.031663 *
*   651553 *        1 *    101362 *        38 *      6275 * 32.505863 * 551.95611 *      3466 * 1620058552.921026 *
*   651566 *        1 *    101362 *        40 *      1329 * 32.393516 * 411.85037 *      3509 * 1620059636.255167 *
*   651569 *        6 *    101362 *        40 *      5365 * 32.734474 * 594.67297 *      3467 * 1620059816.126313 *
*   651650 *       11 *    101362 *        48 *      6608 * 32.376335 * 525.87341 *      3433 * 1620065167.342284 *
*   651748 *        3 *    101362 *        59 *      8970 * 32.616256 * 541.23333 *      3438 * 1620073527.137286 *
*   651797 *        5 *    101363 *         1 *      3536 * 32.454753 * 551.40045 *      3418 * 1620077614.655499 *
*   651809 *        1 *    101363 *         2 *     15468 * 33.015594 * 483.32116 *      3440 * 1620078818.197892 *
*   651816 *       11 *    101363 *         3 *      4810 * 32.385490 * 537.75408 *      3427 * 1620079059.881184 *
*   651855 *        1 *    101363 *         7 *      7641 * 32.619190 * 528.44195 *      3549 * 1620082067.855228 *
*   651878 *       15 *    101363 *         9 *     14413 * 32.926036 * 533.89007 *      3525 * 1620083752.621469 *
*   651881 *       20 *    101363 *        10 *      2220 * 32.609623 * 364.01355 *      3502 * 1620083929.567310 *
*   652057 *        0 *    101363 *        31 *      1807 * 32.292461 * 542.87622 *      3477 * 1620098541.967814 *
*   652076 *       14 *    101363 *        33 *      8169 * 32.678684 * 580.52325 *      3532 * 1620100285.398937 *
*   652110 *        4 *    101363 *        36 *     14328 * 32.470565 * 554.51214 *      3544 * 1620102929.402510 *
*   652194 *        0 *    101363 *        46 *     11308 * 32.670059 * 490.32559 *      3496 * 1620110086.313294 *
*   652228 *        2 *    101363 *        51 *      1653 * 32.556846 * 504.90527 *      3437 * 1620113150.403650 *
*   652311 *        5 *    101363 *        60 *     13060 * 32.295562 * 490.47244 *      3469 * 1620120365.454571 *
*   652350 *        2 *    101364 *         5 *      8269 * 32.614833 * 476.05184 *      3455 * 1620124394.510056 *
*   652389 *        1 *    101364 *         9 *      1136 * 32.460563 * 490.08349 *      3547 * 1620126379.805149 *
*   652399 *        5 *    101364 *         9 *     11984 * 32.553371 * 501.34573 *      3513 * 1620126857.808923 *
*   652405 *        1 *    101364 *        10 *      8254 *  32.39888 * 535.89373 *      3567 * 1620127281.407504 *
*   652483 *        0 *    101364 *        19 *      5205 * 32.645511 * 547.99646 *      3534 * 1620132391.136558 *
*   652488 *        1 *    101364 *        20 *      6607 * 32.674671 * 389.38751 *      3518 * 1620133051.906687 *
*   652505 *        0 *    101364 *        22 *      2255 * 32.906303 * 479.38980 *      3448 * 1620134075.478223 *
*   652548 *        1 *    101364 *        27 *      5179 * 32.559383 * 522.98156 *      3372 * 1620137142.814327 *
*   652570 *        0 *    101364 *        30 *     11952 * 32.834262 * 439.82553 *      3534 * 1620139069.165766 *
*   652603 *        5 *    101364 *        34 *      3845 * 32.465354 * 573.21624 *      3560 * 1620141113.658290 *
*   652750 *        0 *    101364 *        50 *      5982 * 32.585441 * 531.82849 *      3490 * 1620151093.205964 *
*   652792 *       12 *    101364 *        55 *      9093 * 32.685531 * 596.24578 *      3439 * 1620154342.926220 *
*   652933 *       31 *    101365 *         6 *      8954 * 32.269081 * 561.58374 *      3466 * 1620164204.090436 *
*   652978 *        1 *    101365 *        12 *      9094 * 32.452453 * 552.05859 *      3511 * 1620168233.155517 *
*   653066 *        0 *    101365 *        25 *      5432 * 32.541549 * 563.95935 *      3513 * 1620176775.086275 *
*   653272 *        1 *    101365 *        53 *      2590 * 32.826602 *  414.8526 *      3383 * 1620195771.170426 *
*   653300 *       11 *    101365 *        56 *       987 * 32.303619 * 1020.2655 *      3463 * 1620197875.814810 *
*   653505 *       16 *    101366 *        15 *     12850 * 32.141990 * 602.00848 *      3513 * 1620213750.140313 *
*   653548 *        5 *    101366 *        23 *      6899 * 32.502887 * 460.25531 *      3481 * 1620218799.276802 *
*   653551 *        2 *    101366 *        23 *      9723 * 32.615688 * 573.27227 *      3541 * 1620218922.637331 *
*   653588 *       31 *    101366 *        29 *      8511 * 32.335395 * 496.21792 *      3482 * 1620223070.209209 *
*   653588 *       32 *    101366 *        29 *      8511 * 32.335395 * 496.21792 *      3482 * 1620223070.209209 *
*   653603 *        3 *    101366 *        31 *      8650 * 32.675148 * 556.07324 *      3448 * 1620224573.736700 *
*   653624 *        0 *    101366 *        34 *      7495 * 32.779853 * 509.99905 *      3479 * 1620226918.703990 *
*   653665 *       31 *    101366 *        39 *      4924 * 32.556610 * 570.23297 *      3531 * 1620230404.273971 *
*   653737 *        2 *    101366 *        48 *       796 * 32.848014 * 566.21295 *      3507 * 1620236958.721197 *
*   653773 *        8 *    101366 *        52 *      7267 * 32.396202 * 366.45129 *      3472 * 1620240087.320299 *
*   653776 *        3 *    101366 *        53 *      3236 * 32.544002 * 554.09838 *      3552 * 1620240627.089656 *
*   653776 *       15 *    101366 *        53 *      3236 * 32.544002 * 554.09838 *      3552 * 1620240627.089656 *
*   653822 *       17 *    101366 *        58 *      9800 * 32.323898 * 561.05566 *      3543 * 1620244720.062074 *
*   653838 *        0 *    101366 *        60 *      8161 * 32.141189 * 524.46502 *      3466 * 1620246162.091988 *
*   653839 *        0 *    101366 *        60 *      9507 * 32.537227 * 518.50848 *      3414 * 1620246222.081672 *
*   654036 *        5 *    101367 *        18 *     17844 * 32.456401 * 501.36502 *      3563 * 1620264874.171611 *
*   654144 *        0 *    101367 *        30 *      6855 * 32.668666 * 489.43960 *      3512 * 1620275189.829693 *
*   654198 *        3 *    101367 *        35 *      1691 * 33.679023 * 559.66186 *      3509 * 1620279457.145096 *
*   654216 *        1 *    101367 *        36 *     11839 * 32.599815 * 512.87176 *      3467 * 1620280841.529382 *
*   654325 *       17 *    101367 *        46 *      7034 * 32.386528 * 531.60803 *      3475 * 1620289618.367668 *
*   654612 *        2 *    101369 *         5 *      4083 * 32.479366 * 543.90704 *      3492 * 1620312121.100939 *
*   654624 *        6 *    101369 *         7 *      5045 * 32.813522 * 468.00494 *      3465 * 1620313210.136930 *
*   654865 *        1 *    101369 *        41 *     11607 * 32.079063 * 518.15448 *      3451 * 1620336366.263517 *
*   654909 *       10 *    101369 *        45 *      3617 * 32.729709 * 557.87829 *      3484 * 1620338670.029803 *
